 SIMULATION OUTPUT
 =================

 TIME HISTORIES FOR RUN OF  2/ 9/24   AT 17:20:38  
 TITLED: Naba HEP                                                                        



     TIME    NODE_NO_1      NODE_NO_1      NODE_NO_2      NODE_NO_2      NODE_NO_3      NODE_NO_3      NODE_NO_4      NODE_NO_4         TIME    NODE_NO_5      NODE_NO_5      NODE_NO_6      NODE_NO_6      NODE_NO_7      NODE_NO_7      NODE_NO_8      NODE_NO_8         TIME    NODE_NO_9      NODE_NO_9      NODE_NO_10     NODE_NO_10     NODE_NO_11     NODE_NO_11     NODE_NO_12     NODE_NO_12        TIME    NODE_NO_13     NODE_NO_13     NODE_NO_14     NODE_NO_14     NODE_NO_15     NODE_NO_15     NODE_NO_16     NODE_NO_16        TIME    NODE_NO_17     NODE_NO_17     NODE_NO_18     NODE_NO_18     NODE_NO_19     NODE_NO_19     NODE_NO_20     NODE_NO_20        TIME    NODE_NO_21     NODE_NO_21     NODE_NO_22     NODE_NO_22     NODE_NO_23     NODE_NO_23     NODE_NO_24     ELEMENT_ST  
     1.05
     1.40           1.4           33.8         2564.6           33.7         2564.5           33.1         2563.2             .3        1.40        2563.2             .3         2563.2             .3         2563.2             .2         2563.2             .2        1.40        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0        1.40        2563.2             .0         2563.2            -.1         2563.2            -.1         2563.2             .0        1.40        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0        1.40        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     1.40
     1.75           1.8           52.3         2565.0           52.1         2564.9           51.2         2563.2             .5        1.75        2563.2             .5         2563.2             .5         2563.2             .2         2563.2             .2        1.75        2563.2             .1         2563.2             .1         2563.2             .0         2563.2             .0        1.75        2563.2             .0         2563.2            -.2         2563.2            -.2         2563.2             .0        1.75        2563.2             .0         2563.2             .0         2563.2            -.1         2563.2            -.1        1.75        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     1.75
     2.10           2.1           74.6         2565.4           74.5         2565.3           73.8         2563.3             .7        2.10        2563.3             .7         2563.2             .7         2563.2             .3         2563.2             .3        2.10        2563.2             .2         2563.2             .2         2563.2             .0         2563.2             .0        2.10        2563.2             .0         2563.2            -.3         2563.2            -.3         2563.2             .0        2.10        2563.2             .0         2563.2             .0         2563.2            -.1         2563.2            -.1        2.10        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     2.10
     2.45           2.4          100.6         2565.7          100.5         2565.5          100.0         2563.3            1.0        2.45        2563.3            1.0         2563.2            1.0         2563.2             .5         2563.2             .5        2.45        2563.2             .3         2563.2             .3         2563.2             .0         2563.2             .0        2.45        2563.2             .0         2563.2            -.5         2563.2            -.5         2563.2             .0        2.45        2563.2             .0         2563.2             .0         2563.2            -.2         2563.2            -.2        2.45        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     2.45
     2.80           2.8          130.2         2566.0          130.0         2565.8          129.3         2563.3            1.4        2.80        2563.3            1.4         2563.2            1.4         2563.2             .7         2563.2             .7        2.80        2563.2             .3         2563.2             .3         2563.2             .0         2563.2             .0        2.80        2563.2             .0         2563.2            -.7         2563.2            -.7         2563.2             .0        2.80        2563.2             .0         2563.2             .0         2563.2            -.3         2563.2            -.3        2.80        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     2.80
     3.15           3.1          163.2         2566.3          163.0         2566.2          162.4         2563.3            1.9        3.15        2563.3            1.9         2563.3            1.9         2563.2             .9         2563.2             .9        3.15        2563.2             .5         2563.2             .5         2563.2             .0         2563.2             .0        3.15        2563.2             .0         2563.2            -.9         2563.2            -.9         2563.2             .0        3.15        2563.2             .0         2563.2             .0         2563.2            -.4         2563.2            -.4        3.15        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     3.15
     3.50           3.5          199.6         2566.6          199.4         2566.4          198.9         2563.3            2.5        3.50        2563.3            2.5         2563.3            2.5         2563.2            1.2         2563.2            1.2        3.50        2563.2             .6         2563.2             .6         2563.2             .0         2563.2             .0        3.50        2563.2             .0         2563.2           -1.2         2563.2           -1.2         2563.2             .0        3.50        2563.2             .0         2563.2             .0         2563.2            -.5         2563.2            -.5        3.50        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     3.50
     3.85           3.8          239.1         2566.9          239.0         2566.7          238.4         2563.3            3.2        3.85        2563.3            3.2         2563.3            3.2         2563.3            1.6         2563.2            1.6        3.85        2563.2             .8         2563.2             .8         2563.2             .0         2563.2             .0        3.85        2563.2             .0         2563.2           -1.6         2563.2           -1.6         2563.2             .0        3.85        2563.2             .0         2563.2             .0         2563.2            -.7         2563.2            -.7        3.85        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     3.85
     4.20           4.2          281.8         2567.2          281.6         2567.0          281.0         2563.3            4.1        4.20        2563.3            4.1         2563.3            4.1         2563.3            2.0         2563.2            2.0        4.20        2563.2            1.1         2563.2            1.0         2563.2             .0         2563.2             .0        4.20        2563.2             .0         2563.2           -2.0         2563.2           -2.0         2563.3             .0        4.20        2563.2             .0         2563.2             .0         2563.2            -.8         2563.2            -.9        4.20        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     4.20
     4.55           4.5          327.4         2567.5          327.3         2567.3          326.7         2563.4            5.2        4.55        2563.4            5.1         2563.3            5.1         2563.3            2.6         2563.3            2.5        4.55        2563.2            1.3         2563.2            1.3         2563.2             .0         2563.2             .0        4.55        2563.2             .0         2563.2           -2.5         2563.2           -2.5         2563.3             .0        4.55        2563.2             .0         2563.2             .0         2563.2           -1.1         2563.2           -1.1        4.55        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     4.55
     4.90           4.9          376.0         2567.8          375.8         2567.5          375.3         2563.4            6.4        4.90        2563.4            6.4         2563.3            6.4         2563.3            3.2         2563.3            3.2        4.90        2563.3            1.7         2563.2            1.7         2563.2             .0         2563.2             .0        4.90        2563.2             .0         2563.2           -3.1         2563.2           -3.2         2563.3             .0        4.90        2563.2             .0         2563.2             .0         2563.2           -1.3         2563.2           -1.3        4.90        2563.2             .0         2563.2             .0         2563.2             .0         2563.2             .0
     4.90
     5.25           5.2          427.2         2568.1          427.1         2567.8          426.5         2563.4            7.9        5.25        2563.4            7.8         2563.3            7.8         2563.3            3.9         2563.3            3.9        5.25        2563.3            2.1         2563.2            2.1         2563.2             .0         2563.2             .0        5.25        2563.2             .0         2563.2           -3.9         2563.2           -3.9         2563.3             .0        5.25        2563.2             .0         2563.2             .0         2563.2           -1.6         2563.2           -1.7        5.25        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     5.25
     5.60           5.6          481.2         2568.3          481.0         2568.0          480.5         2563.4            9.6        5.60        2563.4            9.6         2563.3            9.5         2563.3            4.8         2563.3            4.8        5.60        2563.3            2.5         2563.2            2.5         2563.2             .0         2563.2             .0        5.60        2563.2             .0         2563.2           -4.7         2563.2           -4.7         2563.3             .0        5.60        2563.2             .0         2563.2             .0         2563.2           -2.0         2563.2           -2.0        5.60        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     5.60
     5.95           5.9          537.6         2568.6          537.5         2568.3          536.9         2563.5           11.6        5.95        2563.5           11.6         2563.3           11.5         2563.3            5.8         2563.3            5.8        5.95        2563.3            3.1         2563.2            3.1         2563.2             .0         2563.2             .0        5.95        2563.2             .0         2563.2           -5.7         2563.2           -5.7         2563.3             .0        5.95        2563.2             .0         2563.2             .0         2563.2           -2.4         2563.2           -2.5        5.95        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     5.95
     6.30           6.3          596.4         2568.8          596.3         2568.5          595.8         2563.5           13.9        6.30        2563.5           13.8         2563.4           13.8         2563.3            6.9         2563.3            6.9        6.30        2563.3            3.7         2563.2            3.7         2563.2             .0         2563.2             .0        6.30        2563.2             .0         2563.2           -6.8         2563.2           -6.9         2563.3             .0        6.30        2563.2             .0         2563.2             .0         2563.2           -2.9         2563.2           -2.9        6.30        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     6.30
     6.65           6.6          657.6         2569.1          657.4         2568.7          656.9         2563.6           16.6        6.65        2563.6           16.5         2563.4           16.4         2563.3            8.2         2563.3            8.2        6.65        2563.3            4.4         2563.2            4.4         2563.2             .0         2563.2             .0        6.65        2563.2             .0         2563.2           -8.1         2563.2           -8.2         2563.3             .0        6.65        2563.2             .0         2563.2             .0         2563.2           -3.5         2563.2           -3.5        6.65        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     6.65
     7.00           7.0          720.9         2569.3          720.7         2569.0          720.2         2563.6           19.5        7.00        2563.6           19.4         2563.4           19.4         2563.3            9.7         2563.3            9.7        7.00        2563.3            5.3         2563.2            5.3         2563.2             .0         2563.2             .0        7.00        2563.2             .0         2563.2           -9.6         2563.2           -9.6         2563.3             .0        7.00        2563.2             .0         2563.2             .0         2563.2           -4.1         2563.2           -4.2        7.00        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     7.00
     7.35           7.3          786.2         2569.6          786.1         2569.2          785.6         2563.7           22.9        7.35        2563.7           22.8         2563.4           22.8         2563.4           11.4         2563.3           11.4        7.35        2563.3            6.2         2563.2            6.2         2563.2             .0         2563.2             .0        7.35        2563.2             .0         2563.2          -11.3         2563.2          -11.3         2563.3             .0        7.35        2563.2             .0         2563.2             .0         2563.2           -4.9         2563.2           -4.9        7.35        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     7.35
     7.70           7.7          853.5         2569.8          853.4         2569.4          852.9         2563.7           26.7        7.70        2563.7           26.6         2563.5           26.6         2563.4           13.3         2563.3           13.3        7.70        2563.3            7.3         2563.2            7.3         2563.2             .0         2563.2             .0        7.70        2563.2             .0         2563.2          -13.2         2563.2          -13.2         2563.3             .0        7.70        2563.2             .0         2563.2             .0         2563.2           -5.7         2563.2           -5.7        7.70        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     7.70
     8.05           8.0          922.6         2570.0          922.5         2569.6          922.0         2563.8           31.0        8.05        2563.8           30.8         2563.5           30.8         2563.4           15.5         2563.4           15.4        8.05        2563.3            8.4         2563.2            8.4         2563.2             .0         2563.2             .0        8.05        2563.2             .0         2563.2          -15.3         2563.2          -15.3         2563.4             .0        8.05        2563.2             .0         2563.2             .0         2563.2           -6.6         2563.2           -6.6        8.05        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     8.05
     8.40           8.4          993.5         2570.2          993.4         2569.8          992.8         2563.8           35.7        8.40        2563.8           35.6         2563.5           35.5         2563.4           17.9         2563.4           17.8        8.40        2563.3            9.8         2563.2            9.8         2563.2             .0         2563.2             .0        8.40        2563.2             .0         2563.2          -17.6         2563.2          -17.6         2563.4             .0        8.40        2563.2             .0         2563.2             .0         2563.2           -7.6         2563.2           -7.6        8.40        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     8.40
     8.75           8.7         1065.9         2570.4         1065.8         2570.0         1065.3         2563.9           41.0        8.75        2563.9           40.8         2563.6           40.8         2563.4           20.5         2563.4           20.4        8.75        2563.4           11.3         2563.2           11.3         2563.2             .0         2563.2             .0        8.75        2563.2             .0         2563.2          -20.2         2563.2          -20.2         2563.4             .0        8.75        2563.2             .0         2563.2             .0         2563.2           -8.7         2563.2           -8.8        8.75        2563.3             .0         2563.2             .0         2563.2             .0         2563.2             .0
     8.75
     9.10           9.1         1139.8         2570.6         1139.7         2570.2         1139.2         2564.0           46.8        9.10        2564.0           46.6         2563.6           46.6         2563.5           23.4         2563.4           23.4        9.10        2563.4           12.9         2563.3           12.9         2563.2             .0         2563.2             .0        9.10        2563.2             .0         2563.2          -23.1         2563.2          -23.1         2563.4             .0        9.10        2563.2             .0         2563.2             .0         2563.2          -10.0         2563.2          -10.0        9.10        2563.4             .0         2563.2             .0         2563.2             .0         2563.2             .0
     9.10
     9.45           9.4         1215.1         2570.8         1215.0         2570.4         1214.4         2564.1           53.2        9.45        2564.1           53.0         2563.6           53.0         2563.5           26.7         2563.4           26.6        9.45        2563.4           14.7         2563.3           14.7         2563.2             .0         2563.2             .0        9.45        2563.2             .0         2563.2          -26.2         2563.2          -26.3         2563.4             .0        9.45        2563.2             .0         2563.2             .0         2563.2          -11.4         2563.2          -11.4        9.45        2563.4             .0         2563.2             .0         2563.2             .0         2563.2             .0
     9.45
     9.80           9.8         1291.6         2571.0         1291.5         2570.6         1290.9         2564.1           60.2        9.80        2564.1           60.0         2563.7           60.0         2563.5           30.2         2563.5           30.1        9.80        2563.4           16.7         2563.3           16.7         2563.3             .0         2563.2             .0        9.80        2563.2             .0         2563.2          -29.7         2563.2          -29.7         2563.5             .0        9.80        2563.2             .0         2563.2             .0         2563.2          -12.9         2563.2          -12.9        9.80        2563.4             .0         2563.2             .0         2563.2             .0         2563.2             .0
     9.80
    10.15          10.2         1369.2         2571.2         1369.1         2570.8         1368.6         2564.2           67.9       10.15        2564.2           67.7         2563.7           67.7         2563.5           34.1         2563.5           34.0       10.15        2563.4           18.9         2563.3           18.9         2563.3             .0         2563.2             .0       10.15        2563.2             .0         2563.2          -33.5         2563.2          -33.5         2563.5             .0       10.15        2563.2             .0         2563.2             .0         2563.2          -14.6         2563.2          -14.6       10.15        2563.4             .0         2563.2             .0         2563.2             .0         2563.2             .0
    10.15
    10.50          10.5         1447.8         2571.4         1447.8         2571.0         1447.2         2564.3           76.3       10.50        2564.3           76.1         2563.7           76.1         2563.6           38.3         2563.5           38.3       10.50        2563.4           21.3         2563.3           21.3         2563.3             .0         2563.2             .0       10.50        2563.2             .0         2563.2          -37.6         2563.2          -37.6         2563.5             .0       10.50        2563.2             .0         2563.2             .0         2563.2          -16.4         2563.2          -16.4       10.50        2563.4             .0         2563.2             .0         2563.2             .0         2563.2             .0
    10.50
    10.85          10.9         1527.4         2571.6         1527.3         2571.1         1526.8         2564.4           85.5       10.85        2564.4           85.2         2563.8           85.2         2563.6           43.0         2563.5           42.9       10.85        2563.5           23.9         2563.3           23.9         2563.3             .0         2563.2             .0       10.85        2563.2             .0         2563.2          -42.1         2563.2          -42.1         2563.5             .0       10.85        2563.2             .0         2563.2             .0         2563.2          -18.3         2563.2          -18.4       10.85        2563.4             .0         2563.2             .0         2563.2             .0         2563.2             .0
    10.85
    11.20          11.2         1607.7         2571.7         1607.6         2571.3         1607.1         2564.5           95.3       11.20        2564.5           95.1         2563.8           95.0         2563.6           48.0         2563.6           47.9       11.20        2563.5           26.7         2563.3           26.7         2563.3             .0         2563.2             .0       11.20        2563.2             .0         2563.2          -46.9         2563.2          -47.0         2563.6             .0       11.20        2563.2             .0         2563.2             .0         2563.2          -20.5         2563.2          -20.5       11.20        2563.4             .0         2563.2             .0         2563.2             .0         2563.2             .0
    11.20
    11.55          11.6         1688.7         2571.9         1688.6         2571.5         1688.1         2564.6          106.0       11.55        2564.6          105.8         2563.9          105.7         2563.7           53.4         2563.6           53.3       11.55        2563.5           29.8         2563.3           29.8         2563.3             .0         2563.3             .0       11.55        2563.3             .0         2563.3          -52.2         2563.3          -52.2         2563.6             .0       11.55        2563.2             .0         2563.2             .0         2563.2          -22.8         2563.2          -22.8       11.55        2563.5             .0         2563.2             .0         2563.2             .0         2563.2             .0
    11.55
    11.90          11.9         1770.2         2572.1         1770.2         2571.6         1769.6         2564.7          117.5       11.90        2564.7          117.3         2563.9          117.2         2563.7           59.3         2563.6           59.2       11.90        2563.5           33.2         2563.3           33.1         2563.3             .0         2563.3             .0       11.90        2563.3             .0         2563.3          -57.8         2563.3          -57.9         2563.6             .0       11.90        2563.2             .0         2563.2             .0         2563.2          -25.3         2563.2          -25.3       11.90        2563.5             .0         2563.2             .0         2563.2             .0         2563.2             .0
    11.90
    12.25          12.3         1852.2         2572.2         1852.1         2571.8         1851.6         2564.8          129.9       12.25        2564.8          129.7         2564.0          129.6         2563.8           65.6         2563.6           65.5       12.25        2563.6           36.7         2563.3           36.7         2563.3             .0         2563.3             .0       12.25        2563.3             .0         2563.3          -63.9         2563.3          -64.0         2563.7             .0       12.25        2563.2             .0         2563.2             .0         2563.2          -28.0         2563.2          -28.0       12.25        2563.5             .0         2563.2             .0         2563.2             .0         2563.2             .0
    12.25
    12.60          12.6         1934.5         2572.4         1934.4         2571.9         1933.9         2565.0          143.2       12.60        2565.0          143.0         2564.1          142.9         2563.8           72.3         2563.7           72.2       12.60        2563.6           40.6         2563.3           40.6         2563.3             .0         2563.3             .0       12.60        2563.3             .0         2563.3          -70.4         2563.3          -70.5         2563.7             .0       12.60        2563.2             .0         2563.2             .0         2563.2          -30.8         2563.2          -30.9       12.60        2563.5             .0         2563.2             .0         2563.2             .0         2563.2             .0
    12.60
    12.95          13.0         2017.0         2572.5         2016.9         2572.1         2016.4         2565.1          157.5       12.95        2565.1          157.2         2564.1          157.1         2563.8           79.6         2563.7           79.5       12.95        2563.6           44.8         2563.3           44.7         2563.3             .0         2563.3             .0       12.95        2563.3             .0         2563.3          -77.3         2563.3          -77.4         2563.7             .0       12.95        2563.2             .0         2563.2             .0         2563.2          -33.9         2563.2          -34.0       12.95        2563.6             .0         2563.2             .0         2563.2             .0         2563.2             .0
    12.95
    13.30          13.3         2099.5         2572.7         2099.5         2572.2         2098.9         2565.2          172.7       13.30        2565.2          172.4         2564.2          172.3         2563.9           87.4         2563.7           87.3       13.30        2563.6           49.2         2563.3           49.2         2563.3             .0         2563.3             .0       13.30        2563.3             .0         2563.3          -84.8         2563.3          -84.8         2563.8             .0       13.30        2563.2             .0         2563.2             .0         2563.2          -37.2         2563.2          -37.3       13.30        2563.6             .0         2563.2             .0         2563.2             .0         2563.2             .0
    13.30
    13.65          13.7         2182.1         2572.8         2182.0         2572.3         2181.5         2565.3          188.9       13.65        2565.3          188.6         2564.2          188.5         2563.9           95.7         2563.8           95.6       13.65        2563.7           54.0         2563.3           53.9         2563.3             .0         2563.3             .0       13.65        2563.3             .0         2563.3          -92.6         2563.3          -92.7         2563.8             .0       13.65        2563.2             .0         2563.2             .0         2563.2          -40.7         2563.2          -40.8       13.65        2563.6             .0         2563.2             .0         2563.2             .0         2563.2             .0
    13.65
    14.00          14.0         2264.4         2572.9         2264.4         2572.5         2263.9         2565.5          206.1       14.00        2565.5          205.8         2564.3          205.7         2564.0          104.5         2563.8          104.4       14.00        2563.7           59.0         2563.3           59.0         2563.3             .0         2563.3             .0       14.00        2563.3             .0         2563.3         -101.0         2563.3         -101.1         2563.8             .0       14.00        2563.3             .0         2563.3             .0         2563.3          -44.5         2563.3          -44.5       14.00        2563.6             .0         2563.2             .0         2563.2             .0         2563.2             .0
    14.00
    14.35          14.4         2346.6         2573.0         2346.5         2572.6         2346.0         2565.6          224.4       14.35        2565.6          224.1         2564.4          224.0         2564.0          113.9         2563.8          113.8       14.35        2563.7           64.4         2563.3           64.4         2563.3             .0         2563.3             .0       14.35        2563.3             .0         2563.3         -109.9         2563.3         -110.0         2563.9             .0       14.35        2563.3             .0         2563.3             .0         2563.3          -48.4         2563.3          -48.5       14.35        2563.7             .0         2563.2             .0         2563.2             .0         2563.2             .0
    14.35
    14.70          14.7         2428.3         2573.2         2428.3         2572.7         2427.7         2565.8          243.8       14.70        2565.8          243.5         2564.4          243.4         2564.1          123.9         2563.9          123.8       14.70        2563.8           70.2         2563.3           70.2         2563.3             .0         2563.3             .0       14.70        2563.3             .0         2563.3         -119.3         2563.3         -119.4         2563.9             .0       14.70        2563.3             .0         2563.3             .0         2563.3          -52.6         2563.3          -52.7       14.70        2563.7             .0         2563.2             .0         2563.2             .0         2563.2             .0
    14.70
    15.05          15.1         2509.6         2573.3         2509.5         2572.8         2509.0         2565.9          264.4       15.05        2565.9          264.0         2564.5          263.9         2564.1          134.5         2563.9          134.4       15.05        2563.8           76.3         2563.3           76.3         2563.3             .0         2563.3             .0       15.05        2563.3             .0         2563.3         -129.2         2563.3         -129.3         2563.9             .0       15.05        2563.3             .0         2563.3             .0         2563.3          -57.1         2563.3          -57.2       15.05        2563.7             .0         2563.2             .0         2563.2             .0         2563.2             .0
    15.05
    15.40          15.4         2590.2         2573.4         2590.1         2572.9         2589.6         2566.1          286.0       15.40        2566.1          285.7         2564.6          285.6         2564.2          145.7         2564.0          145.6       15.40        2563.8           82.7         2563.3           82.7         2563.3             .0         2563.3             .0       15.40        2563.3             .0         2563.3         -139.6         2563.3         -139.7         2564.0             .0       15.40        2563.3             .0         2563.3             .0         2563.3          -61.8         2563.3          -61.9       15.40        2563.7             .0         2563.2             .0         2563.2             .0         2563.2             .0
    15.40
    15.75          15.8         2670.1         2573.5         2670.0         2573.0         2669.5         2566.2          308.9       15.75        2566.2          308.5         2564.7          308.4         2564.2          157.6         2564.0          157.4       15.75        2563.9           89.6         2563.3           89.6         2563.3             .0         2563.3             .0       15.75        2563.3             .0         2563.3         -150.6         2563.3         -150.7         2564.0             .0       15.75        2563.3             .0         2563.3             .0         2563.3          -66.8         2563.3          -66.8       15.75        2563.8             .0         2563.2             .0         2563.2             .0         2563.2             .0
    15.75
    16.10          16.1         2749.1         2573.6         2749.1         2573.1         2748.6         2566.4          332.9       16.10        2566.4          332.6         2564.8          332.5         2564.3          170.1         2564.0          169.9       16.10        2563.9           96.8         2563.4           96.8         2563.3             .0         2563.3             .0       16.10        2563.3            -.1         2563.3         -162.2         2563.3         -162.3         2564.1             .0       16.10        2563.3             .0         2563.3             .0         2563.3          -72.0         2563.3          -72.1       16.10        2563.8             .0         2563.2             .0         2563.2             .0         2563.2             .0
    16.10
    16.45          16.5         2827.2         2573.7         2827.2         2573.2         2826.7         2566.5          358.2       16.45        2566.5          357.8         2564.8          357.8         2564.3          183.2         2564.1          183.1       16.45        2563.9          104.4         2563.4          104.4         2563.3             .0         2563.4             .0       16.45        2563.4            -.1         2563.4         -174.3         2563.4         -174.4         2564.1             .0       16.45        2563.3             .0         2563.3             .0         2563.3          -77.5         2563.3          -77.6       16.45        2563.8             .0         2563.2             .0         2563.2             .0         2563.2             .0
    16.45
    16.80          16.8         2904.3         2573.7         2904.2         2573.3         2903.7         2566.7          384.8       16.80        2566.7          384.4         2564.9          384.3         2564.4          197.0         2564.1          196.9       16.80        2564.0          112.5         2563.4          112.5         2563.3             .0         2563.4             .0       16.80        2563.4            -.1         2563.4         -187.0         2563.4         -187.1         2564.2             .0       16.80        2563.3             .0         2563.3             .0         2563.3          -83.2         2563.3          -83.3       16.80        2563.9             .0         2563.2             .0         2563.2             .0         2563.2             .0
    16.80
    17.15          17.2         2980.1         2573.8         2980.1         2573.4         2979.6         2566.9          412.6       17.15        2566.9          412.2         2565.0          412.1         2564.5          211.6         2564.2          211.4       17.15        2564.0          120.9         2563.4          120.9         2563.3             .0         2563.4             .0       17.15        2563.4            -.1         2563.4         -200.3         2563.4         -200.4         2564.2             .0       17.15        2563.3             .0         2563.3             .0         2563.3          -89.3         2563.3          -89.4       17.15        2563.9             .0         2563.2             .0         2563.2             .0         2563.2             .0
    17.15
